ADBE,거래소,기호,멕시코,부문,산업,소프트웨어와 프로그래밍,어도비 시스템즈,종목,테크놀로지
,상하이,600008,,서비스,폐기물 관리 서비스,,,Beijing Capital,
,심천,2268,,서비스,보안 시스템과 서비스,,,Westone Info Ind A,
,상하이,600258,,서비스,개인 서비스,,,BTG Hotels,
,상하이,601098,,서비스,인쇄와 출판,,,China South Media,
,상하이,600167,,서비스,사업 서비스,,,Luenmei Quantum,
,상하이,603233,,서비스,소매(약품),,,Dashenlin Pharma,
,상하이,600804,,서비스,통신 서비스,,,Dr Peng Telecom and Media,
,심천,2143,,서비스,광고,,,Yinji Entertainment Media Co Ltd,
,상하이,601019,,서비스,인쇄와 출판,,,Shandong Publishing A,
,상하이,600373,,서비스,인쇄와 출판,,,Chinese Universe Publish,
,심천,300133,,서비스,영화,,,Zhejiang Huace Film TV Co,
,상하이,603939,,서비스,소매(약품),,,Yifeng Pharmacy Chain,
,상하이,600895,,서비스,부동산 운용,,,Shanghai Zhangjiang Hi-Tech,
,심천,2210,,서비스,사업 서비스,,,Shenzhen Feima A,
,상하이,603533,,서비스,인쇄와 출판,,,IReader Tech,
,상하이,603883,,서비스,소매(약품),,,Laobaixing Pharmacy Chain,
,상하이,601801,,서비스,소매(전문),,,Anhui Xinhua Media,
,심천,2285,,서비스,부동산 운용,,,World Union Prop A,
,상하이,600827,,서비스,소매(식료잡화),,,Shanghai Bailian A,
,상하이,900923,,서비스,소매(식료잡화),,,Shanghai Bailian B,
,상하이,600751,,테크놀로지,전자 장비와 제어기,,,Tianjin Tianhai Invest A,
,상하이,900938,,테크놀로지,전자 장비와 제어기,,,Tianjin Tianhai Invest B,
,심천,2152,,테크놀로지,컴퓨터 주변기기,,,GRG Banking Equipment,
,심천,300088,,테크놀로지,전자 장비와 제어기,,,Wuhu Token Sciences,
,상하이,603659,,테크놀로지,전자 장비와 제어기,,,Shanghai Putailai New Energy,
,심천,2389,,테크놀로지,전자 장비와 제어기,,,Nanyang Tech A,
,심천,300376,,테크놀로지,전자 장비와 제어기,,,East Group,
,심천,300098,,테크놀로지,통신 장비,,,Gosuncn A,
,심천,300115,,테크놀로지,전자 장비와 제어기,,,Shenzhen Everwin Precision Tech,
,심천,300666,,테크놀로지,전자 장비와 제어기,,,Konfoong Materials,
,심천,2176,,테크놀로지,전자 장비와 제어기,,,Jx Sp Elec Motor A,
,심천,748,,테크놀로지,컴퓨터 주변기기,,,Greatwall Info A,
,심천,300323,,테크놀로지,반도체,,,HC Semitek Corp,
,상하이,600667,,테크놀로지,반도체,,,Wuxi Taiji Industry,
,심천,2185,,테크놀로지,반도체,,,Huatian Tech A,
,상하이,600728,,테크놀로지,소프트웨어와 프로그래밍,,,Pci-Suntek Tech,
,심천,300222,,테크놀로지,전자 장비와 제어기,,,Csg Smart Science,
,심천,300474,,테크놀로지,반도체,,,Changsha Jingjia Microelectronics,
,심천,300367,,테크놀로지,컴퓨터 하드웨어,,,NetPosa Technologies Ltd,
,심천,2354,,테크놀로지,소프트웨어와 프로그래밍,,,Dalian Zeus Entertainment,
,심천,2151,,테크놀로지,통신 장비,,,Beijing Bdstar A,
,심천,555,,테크놀로지,컴퓨터 서비스,,,Techo Telecom A,
,심천,2358,,테크놀로지,전자 장비와 제어기,,,Senyuan Electric A,
,심천,2056,,테크놀로지,전자 장비와 제어기,,,Dmegc Magnetics A,
,심천,300113,,테크놀로지,컴퓨터 서비스,,,Hangzhou Shunwang Tech,
,심천,2635,,테크놀로지,전자 장비와 제어기,,,Suzhou Anjie Technology A,
,심천,300271,,테크놀로지,소프트웨어와 프로그래밍,,,Beijing Thunisoft Co Ltd,
,심천,988,,테크놀로지,전자 장비와 제어기,,,Huagong A,
,심천,300170,,테크놀로지,컴퓨터 서비스,,,Hand Enterprise Solutions Co,
,심천,300188,,테크놀로지,통신 장비,,,Xiamen Meiya Pico Information,
,심천,300014,,테크놀로지,전자 장비와 제어기,,,EVE Energy,
,심천,2280,,테크놀로지,소프트웨어와 프로그래밍,,,Hangzhou,
,심천,300726,,테크놀로지,전자 장비와 제어기,,,Zhuzhou Hongda A,
,심천,547,,테크놀로지,통신 장비,,,Chinascholars A,
,심천,2249,,테크놀로지,전자 장비와 제어기,,,Broad-Ocean A,
,심천,300207,,테크놀로지,전자 장비와 제어기,,,Sunwoda Electronic,
,심천,2383,,테크놀로지,통신 장비,,,Bj Unistrong A,
,심천,300496,,테크놀로지,소프트웨어와 프로그래밍,,,Thunder Software Tech,
,심천,2537,,테크놀로지,전자 장비와 제어기,,,Haili Metal One A,
,심천,2156,,테크놀로지,반도체,,,Nt Microelectron A,
,상하이,603025,,테크놀로지,과학과 기술 장비,,,Beijing Dahao Tech,
,심천,2396,,테크놀로지,통신 장비,,,Fujian Star Net Communic Ltd,
,상하이,601222,,테크놀로지,전자 장비와 제어기,,,Jiangsu Linyang Energy,
,상하이,600446,,테크놀로지,컴퓨터 서비스,,,Shenzhen Kingdom SCI Tech,
,심천,2138,,테크놀로지,전자 장비와 제어기,,,Sz Sunlord Elec A,
,심천,300373,,테크놀로지,반도체,,,Yangzhou Yangjie Electronic,
,심천,2815,,테크놀로지,반도체,,,Shenzhen Suntak Circuit,
,심천,300002,,테크놀로지,컴퓨터 서비스,,,Beijing Ultrapower Software,
,심천,300068,,테크놀로지,전자 장비와 제어기,,,Zhejiang Narada Power Source,
,심천,2273,,테크놀로지,전자 장비와 제어기,,,Crystal Optech A,
,상하이,603556,,테크놀로지,전자 장비와 제어기,,,Hexing Electrical,
,심천,300001,,테크놀로지,전자 장비와 제어기,,,Qingdao TGOOD Electric,
,심천,300377,,테크놀로지,소프트웨어와 프로그래밍,,,Shenzhen Ysstech Info-Tech,
,심천,970,,테크놀로지,전자 장비와 제어기,,,Zhongk Sanhuan A,
,상하이,600797,,테크놀로지,통신 장비,,,Insigma,
,심천,300203,,테크놀로지,과학과 기술 장비,,,Focused Photonics Hangzhou Inc,
,심천,2690,,테크놀로지,과학과 기술 장비,,,Hefei Meiya Optoelectronic Tec A,
,상하이,600410,,테크놀로지,컴퓨터 서비스,,,Beijing Teamsun Tech,
,심천,636,,테크놀로지,전자 장비와 제어기,,,Fenghua Adv A,
,심천,2512,,테크놀로지,반도체,,,Tatwah Smartech Co Ltd,
,심천,21,,테크놀로지,컴퓨터 데이터 저장 장치,,,Shenzhen Kaifa A,
,심천,2095,,테크놀로지,컴퓨터 서비스,,,Zj Netsun A,
,상하이,601567,,테크놀로지,전자 장비와 제어기,,,Ningbo Sanxing Medical Electric,
,심천,519,,테크놀로지,전자 장비와 제어기,,,Red Arrow A,
,심천,300567,,테크놀로지,과학과 기술 장비,,,Wuhan Jingce Electronic,
,상하이,603000,,테크놀로지,컴퓨터 서비스,,,People.Cn,
,상하이,603328,,테크놀로지,반도체,,,Guangdong Ellington Electronics,
,심천,2309,,테크놀로지,전자 장비와 제어기,,,Zhongli Sci&Tech A,
,상하이,603444,,테크놀로지,컴퓨터 서비스,,,G-bits Network,
,심천,2028,,테크놀로지,전자 장비와 제어기,,,Sieyuan Electric A,
,상하이,600869,,테크놀로지,통신 장비,,,Far East Smarter Energy,
,심천,300285,,테크놀로지,전자 장비와 제어기,,,Shandong Sinocera Func Material,
,상하이,600312,,테크놀로지,전자 장비와 제어기,,,Henan Pinggao Electric,
,상하이,603678,,테크놀로지,전자 장비와 제어기,,,Fujian Torch Electron Tech,
,심천,300476,,테크놀로지,반도체,,,Victory Giant Tech,
,심천,300202,,테크놀로지,사무실 장비,,,Julong,
,심천,2121,,테크놀로지,과학과 기술 장비,,,Clou Elect A,
,심천,300297,,테크놀로지,소프트웨어와 프로그래밍,,,Bluedon Info Security Tech,
,심천,300212,,테크놀로지,컴퓨터 서비스,,,Beijing E Hualu Info Tech,
,상하이,600764,,테크놀로지,컴퓨터 서비스,,,CEC CoreCast,
,상하이,603989,,테크놀로지,전자 장비와 제어기,,,Hunan Aihua,
,심천,676,,테크놀로지,전자 장비와 제어기,,,Genimous Tech,
,심천,2368,,테크놀로지,컴퓨터 서비스,,,Taiji Computer A,
,심천,400,,테크놀로지,전자 장비와 제어기,,,Xj Electric A,
,심천,2025,,테크놀로지,전자 장비와 제어기,,,Space Appliance A,
,심천,300369,,테크놀로지,통신 장비,,,Nsfocus Information Tech,
,상하이,600580,,테크놀로지,전자 장비와 제어기,,,Wolong Electric,
,심천,2168,,테크놀로지,전자 장비와 제어기,,,Shenzhen Hifuture Electric,
,심천,536,,테크놀로지,전자 장비와 제어기,,,Cpt Tech Group A,
,상하이,603111,,테크놀로지,전자 장비와 제어기,,,Nanjing Kangni Mechanical & Electrical,
,심천,300032,,테크놀로지,전자 장비와 제어기,,,Jinlong Machinery Electronic,
,상하이,601311,,테크놀로지,전자 장비와 제어기,,,Camel Group,
,심천,300085,,테크놀로지,소프트웨어와 프로그래밍,,,Shenzhen InfoGem,
,심천,727,,테크놀로지,전자 장비와 제어기,,,Huadong Tech A,
,심천,2247,,테크놀로지,소프트웨어와 프로그래밍,,,Zj Dilong A,
,심천,300682,,테크놀로지,전자 장비와 제어기,,,Longshine Tech,
,상하이,600562,,테크놀로지,통신 장비,,,Glarun Tech,
,심천,2622,,테크놀로지,전자 장비와 제어기,,,Yongda Group A,
,심천,2376,,테크놀로지,컴퓨터 주변기기,,,New Beiyang It A,
,심천,300134,,테크놀로지,통신 장비,,,Shenzhen Tatfook Tech,
,심천,300118,,테크놀로지,반도체,,,Risen Energy,
,상하이,603612,,테크놀로지,전자 장비와 제어기,,,Sunstone Develop,
,심천,300477,,테크놀로지,전자 장비와 제어기,,,Beijing Hezong Science & Tech,
,심천,300679,,테크놀로지,전자 장비와 제어기,,,Electric Connector,
,심천,2906,,테크놀로지,전자 장비와 제어기,,,Foryou,
,심천,2610,,테크놀로지,반도체,,,Akcome Solar A,
,상하이,600563,,테크놀로지,전자 장비와 제어기,,,Xiamen Faratronic,
,상하이,600936,,테크놀로지,컴퓨터 서비스,,,Guangxi Information Network,
,상하이,600171,,테크놀로지,반도체,,,Sh Belling,
,심천,2421,,테크놀로지,전자 장비와 제어기,,,Das Intellitech A,
,상하이,600550,,테크놀로지,전자 장비와 제어기,,,Baoding Tianwei Baobian,
,심천,2414,,테크놀로지,과학과 기술 장비,,,Guide Infrared A,
,심천,300054,,테크놀로지,반도체,,,Hubei Dinglong Chemical,
,심천,300624,,테크놀로지,소프트웨어와 프로그래밍,,,Wondershare Tech A,
,심천,300232,,테크놀로지,전자 장비와 제어기,,,Unilumin,
,심천,2547,,테크놀로지,전자 장비와 제어기,,,Chunxing Pre Mec A,
,심천,300310,,테크놀로지,컴퓨터 서비스,,,Guangdong Eastone Century,
,심천,541,,테크놀로지,전자 장비와 제어기,,,Foshan Light A,
,심천,200541,,테크놀로지,전자 장비와 제어기,,,Foshan Electrical Lighting,
,상하이,601908,,테크놀로지,반도체,,,Beijing Jingyuntong Tech,
,심천,300349,,테크놀로지,과학과 기술 장비,,,Goldcard High Tech Co Ltd,
,심천,300010,,테크놀로지,컴퓨터 서비스,,,Beijing Lanxum Tech Co,
,심천,2518,,테크놀로지,전자 장비와 제어기,,,Kstar Science A,
,심천,2123,,테크놀로지,전자 장비와 제어기,,,Rongxin Power Electronic,
,심천,300101,,테크놀로지,통신 장비,,,Chengdu CORPRO Technology Co Ltd,
,심천,2636,,테크놀로지,전자 장비와 제어기,,,Goldenmax International Tech A,
,상하이,600602,,테크놀로지,전자 장비와 제어기,,,Inesa Intelligent Tech A,
,상하이,900901,,테크놀로지,전자 장비와 제어기,,,Inesa Intelligent Tech B,
,상하이,603421,,테크놀로지,통신 장비,,,Qingdao Topscomm,
,심천,810,,테크놀로지,통신 장비,,,Skyworthdt A,
,심천,300467,,테크놀로지,소프트웨어와 프로그래밍,,,Sichuan Xunyou Network Tech,
,심천,300339,,테크놀로지,소프트웨어와 프로그래밍,,,Jiangsu Hoperun Software,
,심천,2413,,테크놀로지,전자 장비와 제어기,,,Jiangsu Changfa A,
,상하이,603660,,테크놀로지,통신 장비,,,Suzhou Keda Tech,
,심천,300036,,테크놀로지,소프트웨어와 프로그래밍,,,Beijing SuperMap Software,
,심천,300053,,테크놀로지,반도체,,,Zhuhai Orbita Control Eng,
,심천,2356,,테크놀로지,전자 장비와 제어기,,,Haoningda Meters A,
,상하이,600770,,테크놀로지,반도체,,,Jiangsu Zongyi,
,심천,300364,,테크놀로지,컴퓨터 서비스,,,Beijing Chinese Digital Publishing,
,심천,2279,,테크놀로지,소프트웨어와 프로그래밍,,,Join-Cheer Soft A,
,심천,2544,,테크놀로지,소프트웨어와 프로그래밍,,,Gci Science & Tech A,
,심천,2093,,테크놀로지,소프트웨어와 프로그래밍,,,Guomai Tech A,
,심천,967,,테크놀로지,전자 장비와 제어기,,,Zhejiang Shangfeng Industrial,
,상하이,600651,,테크놀로지,전자 장비와 제어기,,,Shanghai Feilo Acoustics,
,심천,2313,,테크놀로지,전자 장비와 제어기,,,Sunsea Telecom A,
,심천,901,,테크놀로지,전자 장비와 제어기,,,Aerospace H Tech A,
,심천,300300,,테크놀로지,컴퓨터 서비스,,,Hakim Unique Internet,
,심천,300523,,테크놀로지,컴퓨터 서비스,,,Beijing Global Safety,
,상하이,600990,,테크놀로지,통신 장비,,,Anhui Sun Create Electronics,
,심천,2308,,테크놀로지,전자 장비와 제어기,,,Vtron Technologies Ltd,
,심천,2055,,테크놀로지,전자 장비와 제어기,,,Deren Electronic A,
,상하이,600206,,테크놀로지,반도체,,,Grinm Materials,
,심천,300431,,테크놀로지,소프트웨어와 프로그래밍,,,Beijing Baofeng Tech,
,심천,300078,,테크놀로지,반도체,,,Hangzhou Century,
,심천,300365,,테크놀로지,소프트웨어와 프로그래밍,,,Beijing Forever Tech,
,상하이,600290,,테크놀로지,전자 장비와 제어기,,,Huayi Electric,
,심천,2416,,테크놀로지,통신 장비,,,Shenzhen Aisidi A,
,심천,2642,,테크놀로지,컴퓨터 서비스,,,United Electronics A,
,심천,806,,테크놀로지,전자 장비와 제어기,,,Yinhe Hi-Tech A,
,상하이,600478,,테크놀로지,전자 장비와 제어기,,,Hunan Corun Energy,
,심천,300219,,테크놀로지,반도체,,,Guangzhou Hongli Opto Electron,
,심천,300183,,테크놀로지,전자 장비와 제어기,,,Qingdao Eastsoft Communic Tech,
,심천,300353,,테크놀로지,통신 장비,,,Kyland Tech,
,상하이,603881,,테크놀로지,컴퓨터 하드웨어,,,Shanghai AtHub,
,심천,815,,테크놀로지,소프트웨어와 프로그래밍,,,Meili A,
,심천,300208,,테크놀로지,전자 장비와 제어기,,,Qingdao Hengshun Zhongsheng,
,상하이,600151,,테크놀로지,반도체,,,Aerospace Auto,
,심천,2449,,테크놀로지,반도체,,,Nationstar A,
,심천,300393,,테크놀로지,반도체,,,Jolywood Suzhou Sunwatt,
,심천,2089,,테크놀로지,통신 장비,,,New Sea Union A,
,상하이,603803,,테크놀로지,전자 장비와 제어기,,,Raisecom Tech,
,심천,2912,,테크놀로지,통신 장비,,,Shenzhen Sinovatio A,
,상하이,603466,,테크놀로지,소프트웨어와 프로그래밍,,,Shanghai Fengyuzhu Exhibition,
,심천,300458,,테크놀로지,반도체,,,All Winner Technology Co Ltd,
,심천,2402,,테크놀로지,과학과 기술 장비,,,Shenzhen H&T A,
,심천,300269,,테크놀로지,전자 장비와 제어기,,,Shenzhen Liantronics,
,심천,2276,,테크놀로지,전자 장비와 제어기,,,Wanma Cable A,
,심천,300451,,테크놀로지,소프트웨어와 프로그래밍,,,B-Soft Co Ltd,
,상하이,600536,,테크놀로지,소프트웨어와 프로그래밍,,,China National Software,
,심천,2436,,테크놀로지,반도체,,,Circuit Tech A,
,심천,300037,,테크놀로지,전자 장비와 제어기,,,Shenzhen Capchem Tech,
,심천,2684,,테크놀로지,전자 장비와 제어기,,,Guangdong Dynavolt Power Tech A,
,상하이,600841,,테크놀로지,전자 장비와 제어기,,,Shanghai Diesel Engine A,
,상하이,900920,,테크놀로지,전자 장비와 제어기,,,Shanghai Diesel Engine B,
,심천,300672,,테크놀로지,반도체,,,Goke Microelectronics,
,상하이,600850,,테크놀로지,컴퓨터 하드웨어,,,Shanghai East-China Computer,
,심천,300613,,테크놀로지,전자 장비와 제어기,,,Shanghai Fullhan Microelectronics,
,심천,300184,,테크놀로지,반도체,,,Wuhan PS Information Tech,
,상하이,601519,,테크놀로지,컴퓨터 주변기기,,,Shanghai DZH,
,심천,2261,,테크놀로지,컴퓨터 서비스,,,Talkweb Info Sys A,
,심천,300020,,테크놀로지,컴퓨터 서비스,,,Enjoyor,
,심천,2139,,테크놀로지,전자 장비와 제어기,,,Sz Topband A,
,상하이,600517,,테크놀로지,전자 장비와 제어기,,,Shanghai Zhixin Electric,
,심천,2335,,테크놀로지,전자 장비와 제어기,,,Xiamen Kehua Hengsheng,
,상하이,603039,,테크놀로지,소프트웨어와 프로그래밍,,,Shanghai Weaver,
,심천,300128,,테크놀로지,과학과 기술 장비,,,Suzhou Jinfu New Material Co,
,심천,2519,,테크놀로지,통신 장비,,,Yin He Elec A,
,심천,300130,,테크놀로지,컴퓨터 주변기기,,,Shenzhen Xinguodu Tech,
