Name,Symbol,Exchange,Sector,Industry
Japan Tobacco,JAPAF,OTC Markets,소비재/ 경기 방어형,담배
Ag Growth Int,AGGZF,OTC Markets,소비재/ 경기 방어형,곡물
네슬레,NSRGF,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성)
Australian Agricultural Co,ASAGF,OTC Markets,소비재/ 경기 방어형,식품 가공
Bimbo,GRBMF,OTC Markets,소비재/ 경기 방어형,식품 가공
Marine Harvest,MNHVF,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산
Imperial Brands,IMBBF,OTC Markets,소비재/ 경기 방어형,담배
Reckitt Benckiser,RBGPF,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품
Treasury Wine Estates Ltd,TSRYF,OTC Markets,소비재/ 경기 방어형,음료(알코올성)
Orkla,ORKLF,OTC Markets,소비재/ 경기 방어형,식품 가공
기린 홀딩스,KNBWF,OTC Markets,소비재/ 경기 방어형,음료(알코올성)
Chaoda Modern Agriculture,CMGHF,OTC Markets,소비재/ 경기 방어형,곡물
Swedish Match,SWMAF,OTC Markets,소비재/ 경기 방어형,담배
Select Harvests Ltd,SHVTF,OTC Markets,소비재/ 경기 방어형,식품 가공
항안국제,HEGIF,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품
프록터 앤 갬블,PG,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
코카콜라,KO,뉴욕,소비재/ 경기 방어형,음료 (비알코올성)
필립 모리스,PM,뉴욕,소비재/ 경기 방어형,담배
펩시코,PEP,나스닥,소비재/ 경기 방어형,음료 (비알코올성)
알트리아 그룹,MO,뉴욕,소비재/ 경기 방어형,담배
Kraft Heinz,KHC,나스닥,소비재/ 경기 방어형,식품 가공
콜게이트-팜올리브,CL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
몬델리즈 인터내셔널,MDLZ,나스닥,소비재/ 경기 방어형,식품 가공
에스티 로더,EL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
컨스텔레이션 브랜즈,STZ,뉴욕,소비재/ 경기 방어형,음료(알코올성)
Constellation Brands B,STZb,뉴욕,소비재/ 경기 방어형,음료(알코올성)
에코랩,ECL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
킴벌리클라크,KMB,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Monster Beverage 1990,MNST,나스닥,소비재/ 경기 방어형,음료 (비알코올성)
타이슨 푸드,TSN,뉴욕,소비재/ 경기 방어형,식품 가공
브라운 포먼,BFb,뉴욕,소비재/ 경기 방어형,음료(알코올성)
Brown Forman Corp A,BFa,뉴욕,소비재/ 경기 방어형,음료(알코올성)
제너럴 밀스,GIS,뉴욕,소비재/ 경기 방어형,식품 가공
ADM,ADM,뉴욕,소비재/ 경기 방어형,식품 가공
코닝,GLW,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
켈로그,K,뉴욕,소비재/ 경기 방어형,식품 가공
닥터페퍼 스내플,DPS,뉴욕,소비재/ 경기 방어형,음료 (비알코올성)
허쉬,HSY,뉴욕,소비재/ 경기 방어형,식품 가공
Coca-Cola EU Partners,CCE,뉴욕,소비재/ 경기 방어형,음료 (비알코올성)
호멜,HRL,뉴욕,소비재/ 경기 방어형,식품 가공
클로락스,CLX,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Molson Coors Brewing Comp A,TAPa,뉴욕,소비재/ 경기 방어형,음료(알코올성)
몰슨 쿠어스,TAP,뉴욕,소비재/ 경기 방어형,음료(알코올성)
콘아그라,CAG,뉴욕,소비재/ 경기 방어형,식품 가공
JM 스머커,SJM,뉴욕,소비재/ 경기 방어형,식품 가공
맥코믹,MKCv,뉴욕,소비재/ 경기 방어형,식품 가공
맥코믹,MKC,뉴욕,소비재/ 경기 방어형,식품 가공
Coty Inc,COTY,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
켐벨 수프,CPB,뉴욕,소비재/ 경기 방어형,식품 가공
Newell Brands,NWL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Church & Dwight,CHD,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Bunge,BG,뉴욕,소비재/ 경기 방어형,식품 가공
Ingredion Inc,INGR,뉴욕,소비재/ 경기 방어형,식품 가공
Herbalife,HLF,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Lamb Weston Holdings,LW,뉴욕,소비재/ 경기 방어형,식품 가공
Blue Buffalo Pet Products Inc,BUFF,나스닥,소비재/ 경기 방어형,식품 가공
Tractor Supply Company,TSCO,나스닥,소비재/ 경기 방어형,개인과 가계용 제품
US Foods,USFD,뉴욕,소비재/ 경기 방어형,식품 가공
Gruma SAB de CV,GPAGF,OTC Markets,소비재/ 경기 방어형,식품 가공
Pinnacle Foods,PF,뉴욕,소비재/ 경기 방어형,식품 가공
Pilgrims Pride,PPC,나스닥,소비재/ 경기 방어형,식품 가공
Seaboard Corp,SEB,뉴욕,소비재/ 경기 방어형,식품 가공
Post Holdings,POST,뉴욕,소비재/ 경기 방어형,식품 가공
Flowers Foods,FLO,뉴욕,소비재/ 경기 방어형,식품 가공
Ntnl Beverage,FIZZ,나스닥,소비재/ 경기 방어형,음료 (비알코올성)
Nu Skin Enterprises Inc,NUS,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Lancaster Col.,LANC,나스닥,소비재/ 경기 방어형,식품 가공
Hain Celestial,HAIN,나스닥,소비재/ 경기 방어형,식품 가공
Performance Food Group Co,PFGC,뉴욕,소비재/ 경기 방어형,식품 가공
Siteone Landscape Supply,SITE,뉴욕,소비재/ 경기 방어형,곡물
Darling Ingredients,DAR,뉴욕,소비재/ 경기 방어형,식품 가공
Sanderson Farms,SAFM,나스닥,소비재/ 경기 방어형,식품 가공
Vector Group,VGR,뉴욕,소비재/ 경기 방어형,담배
Nomad Foods,NOMD,뉴욕,소비재/ 경기 방어형,식품 가공
Edgewell Personal Care,EPC,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Balchem Corp,BCPC,나스닥,소비재/ 경기 방어형,식품 가공
J & J Snack Foods,JJSF,나스닥,소비재/ 경기 방어형,식품 가공
Tupperware Brands,TUP,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Triton Int,TRTN,뉴욕,소비재/ 경기 방어형,사무용품
Boston Beer,SAM,뉴욕,소비재/ 경기 방어형,음료(알코올성)
Cal-Maine Foods,CALM,나스닥,소비재/ 경기 방어형,Fish/Livestock 어업/축산
Fresh Del Monte,FDP,뉴욕,소비재/ 경기 방어형,곡물
Treehouse Foods,THS,뉴욕,소비재/ 경기 방어형,식품 가공
Uni Ntrl Foods,UNFI,나스닥,소비재/ 경기 방어형,식품 가공
Central Garden & Pet Co.,CENT,나스닥,소비재/ 경기 방어형,식품 가공
Cott,COT,뉴욕,소비재/ 경기 방어형,식품 가공
Centaurus 2002,CENTA,나스닥,소비재/ 경기 방어형,식품 가공
Tootsie Roll,TR,뉴욕,소비재/ 경기 방어형,식품 가공
WD-40 Company,WDFC,나스닥,소비재/ 경기 방어형,개인과 가계용 제품
Coca-Cola Bott,COKE,나스닥,소비재/ 경기 방어형,음료 (비알코올성)
B&G Foods Hldg,BGS,뉴욕,소비재/ 경기 방어형,식품 가공
Calavo Growers,CVGW,나스닥,소비재/ 경기 방어형,식품 가공
MGP Ingredients,MGPI,나스닥,소비재/ 경기 방어형,식품 가공
Inter Parfums,IPAR,나스닥,소비재/ 경기 방어형,개인과 가계용 제품
Hostess Brands,TWNK,나스닥,소비재/ 경기 방어형,식품 가공
Acco Brands,ACCO,뉴욕,소비재/ 경기 방어형,사무용품
에이본 프로덕츠,AVP,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
Universal Corp,UVV,뉴욕,소비재/ 경기 방어형,담배
Sodastream Int,SODA,나스닥,소비재/ 경기 방어형,음료 (비알코올성)
MEDIFAST INC,MED,뉴욕,소비재/ 경기 방어형,식품 가공
Revlon Inc,REV,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품
The Andersons,ANDE,나스닥,소비재/ 경기 방어형,곡물
Amplify Snack Brands Inc,BETR,뉴욕,소비재/ 경기 방어형,식품 가공
Adecoagro SA,AGRO,뉴욕,소비재/ 경기 방어형,곡물
Dean Foods,DF,뉴욕,소비재/ 경기 방어형,식품 가공
John B Sanfilip,JBSS,나스닥,소비재/ 경기 방어형,식품 가공
SunOpta Inc,STKL,나스닥,소비재/ 경기 방어형,곡물
Veritiv Cor,VRTV,뉴욕,소비재/ 경기 방어형,사무용품
Freshpet Inc,FRPT,나스닥,소비재/ 경기 방어형,식품 가공
PetIQ,PETQ,나스닥,소비재/ 경기 방어형,식품 가공
Moleskine,MLSKF,OTC Markets,소비재/ 경기 방어형,사무용품
Farmer Bros. Co,FARM,나스닥,소비재/ 경기 방어형,식품 가공
Ennis Inc,EBF,뉴욕,소비재/ 경기 방어형,사무용품
Turning Point Brands,TPB,뉴욕,소비재/ 경기 방어형,담배
Blue Apron,APRN,뉴욕,소비재/ 경기 방어형,식품 가공
Alimentation Couchen A,ANCTF,OTC Markets,서비스,소매(식료잡화)
에쿼티 레지덴셜,EQR,뉴욕,서비스,부동산 운용
Rogers Communications,RCI,뉴욕,서비스,통신 서비스
아발론베이,AVB,뉴욕,서비스,부동산 운용
달러트리,DLTR,나스닥,서비스,소매(백화점과 할인점)
Liberty Media Formula A,FWONA,나스닥,서비스,방송과 케이블 티브이
Liberty Media Braves A,BATRA,나스닥,서비스,방송과 케이블 티브이
Liberty Media SiriusXM B,LSXMB,나스닥,서비스,방송과 케이블 티브이
Liberty Media SiriusXM A,LSXMA,나스닥,서비스,방송과 케이블 티브이
Liberty Media Formula C,FWONK,나스닥,서비스,방송과 케이블 티브이
Liberty Media SiriusXM C,LSXMK,나스닥,서비스,방송과 케이블 티브이
Liberty Media Braves C,BATRK,나스닥,서비스,방송과 케이블 티브이
리퍼블릭 서비스,RSG,뉴욕,서비스,폐기물 관리 서비스
페이첵스,PAYX,나스닥,서비스,사업 서비스
Digital Realty Trust Inc,DLR,뉴욕,서비스,부동산 운용
크로거,KR,뉴욕,서비스,소매(식료잡화)
TELUS,TU,뉴욕,서비스,통신 서비스
Welltower Inc,WELL,뉴욕,서비스,부동산 운용
베스트바이,BBY,뉴욕,서비스,소매(기술제품)
CBS,CBS,뉴욕,서비스,방송과 케이블 티브이
CBS A,CBSa,뉴욕,서비스,방송과 케이블 티브이
SBA Communications,SBAC,나스닥,서비스,렌탈과 리스
GGP,GGP,뉴욕,서비스,부동산 운용
Sprint Nextel,S,뉴욕,서비스,통신 서비스
MGM Resorts International,MGM,뉴욕,서비스,카지노와 게임
IHS Markit Ltd,INFO,나스닥,서비스,사업 서비스
보스턴프로퍼티즈,BXP,뉴욕,서비스,부동산 운용
Waste Connections Inc,WCN,뉴욕,서비스,폐기물 관리 서비스
윈 리조트,WYNN,나스닥,서비스,카지노와 게임
신타스,CTAS,나스닥,서비스,개인 서비스
벤타스,VTR,뉴욕,서비스,부동산 운용
Fleetcor Tech,FLT,뉴욕,서비스,사업 서비스
DISH Network Corp,DISH,나스닥,서비스,방송과 케이블 티브이
센츄리링크,CTL,뉴욕,서비스,통신 서비스
옴니콤,OMC,뉴욕,서비스,광고
익스피디어,EXPE,나스닥,서비스,개인 서비스
CBRE A,CBRE,뉴욕,서비스,부동산 운용
Essex Property Trust Inc,ESS,뉴욕,서비스,부동산 운용
Yum China Holdings,YUMC,뉴욕,서비스,레스토랑
Liberty Broadband Srs C,LBRDK,나스닥,서비스,방송과 케이블 티브이
Liberty Broadband Srs A,LBRDA,나스닥,서비스,방송과 케이블 티브이
Realty Income,O,뉴욕,서비스,부동산 운용
에퀴팩스,EFX,뉴욕,서비스,사업 서비스
United Rentals,URI,뉴욕,서비스,렌탈과 리스
Host Hotels Resorts,HST,뉴욕,서비스,부동산 운용
Altice USA,ATUS,뉴욕,서비스,통신 서비스
CoStar Group,CSGP,나스닥,서비스,부동산 운용
보나도,VNO,뉴욕,서비스,부동산 운용
바이어컴,VIAB,나스닥,서비스,영화
Viacom Inc,VIA,나스닥,서비스,영화
Alexandria RE,ARE,뉴욕,서비스,부동산 운용
Ulta Beauty,ULTA,나스닥,서비스,소매(전문)
티파니,TIF,뉴욕,서비스,소매(전문)
갭,GPS,뉴욕,서비스,소매(의복)
Liberty Interactive A,QRTEA,나스닥,서비스,소매(카탈로그와 메일 주문)
Liberty Interactive B,QRTEB,나스닥,서비스,소매(카탈로그와 메일 주문)
Match Group,MTCH,나스닥,서비스,개인 서비스
Norwegian Cruise Line,NCLH,뉴욕,서비스,여가 활동
Invitation Homes,INVH,뉴욕,서비스,부동산 운용
Lululemon Athletica,LULU,나스닥,서비스,소매(의복)
Nielsen Holdings,NLSN,뉴욕,서비스,사업 서비스
윈댐,WYN,뉴욕,서비스,호텔과 모텔
Rollins Inc,ROL,뉴욕,서비스,사업 서비스
HCP,HCP,뉴욕,서비스,부동산 운용
카맥스,KMX,뉴욕,서비스,소매(전문)
콜스,KSS,뉴욕,서비스,소매(백화점과 할인점)
L 브랜즈,LB,뉴욕,서비스,소매(의복)
Gartner,IT,뉴욕,서비스,사업 서비스
다든 레스토랑,DRI,뉴욕,서비스,레스토랑
Dominos Pizza,DPZ,뉴욕,서비스,레스토랑
Aramark Holdings,ARMK,뉴욕,서비스,레스토랑
Shaw Com.,SJR,뉴욕,서비스,방송과 케이블 티브이
Sl Green Realty,SLG,뉴욕,서비스,부동산 운용
Udr,UDR,뉴욕,서비스,부동산 운용
Duke Realty Corp,DRE,뉴욕,서비스,부동산 운용
Hyatt Hotels Corp,H,뉴욕,서비스,호텔과 모텔
FOX,NWS,나스닥,서비스,인쇄와 출판
뉴스 코퍼레이션,NWSA,나스닥,서비스,인쇄와 출판
Vail Resorts,MTN,뉴욕,서비스,여가 활동
치포틀,CMG,뉴욕,서비스,레스토랑
Burlington Stores,BURL,뉴욕,서비스,소매(백화점과 할인점)
메이시스,M,뉴욕,서비스,소매(백화점과 할인점)
웨스턴 유니온,WU,뉴욕,서비스,사업 서비스
IPG,IPG,뉴욕,서비스,광고
Live Nation,LYV,뉴욕,서비스,여가 활동
Grubhub Inc,GRUB,뉴욕,서비스,레스토랑
Advance Auto Parts,AAP,뉴욕,서비스,소매(전문)
Federal Realty,FRT,뉴욕,서비스,부동산 운용
Zayo Group Holdings Inc,ZAYO,뉴욕,서비스,통신 서비스
노드스트롬,JWN,뉴욕,서비스,소매(의복)
메이서리치,MAC,뉴욕,서비스,부동산 운용
Jones Lang LaSalle Inc,JLL,뉴욕,서비스,부동산 운용
Discovery A,DISCA,나스닥,서비스,영화
Discovery Communications C,DISCK,나스닥,서비스,영화
Discovery Communications (B),DISCB,나스닥,서비스,영화
Equity Lifestyle Properties Inc,ELS,뉴욕,서비스,부동산 운용
AerCap Holdings NV,AER,뉴욕,서비스,렌탈과 리스
Caesars Entert,CZR,나스닥,서비스,카지노와 게임
Manpower Inc,MAN,뉴욕,서비스,사업 서비스
Commscope Hlding,COMM,나스닥,서비스,통신 서비스
AGNC Invest,AGNC,나스닥,서비스,부동산 운용
Sun Communities,SUI,뉴욕,서비스,부동산 운용
KAR Auction Services Inc,KAR,뉴욕,서비스,소매(전문)
GCI Liberty A,GLIBA,나스닥,서비스,소매(카탈로그와 메일 주문)
Gaming & Leisure Properties,GLPI,나스닥,서비스,부동산 운용
로버트 하프,RHI,뉴욕,서비스,사업 서비스
에이디티시큐리티,ADT,뉴욕,서비스,보안 시스템과 서비스
Service Corporation International,SCI,뉴욕,서비스,개인 서비스
MGM Growth Properties,MGP,뉴욕,서비스,부동산 운용
Sermaster G,SERV,뉴욕,서비스,사업 서비스
Vereit,VER,뉴욕,서비스,부동산 운용
W P Carey Inc,WPC,뉴욕,서비스,부동산 운용
Millicom Int Cellular,MIICF,OTC Markets,서비스,통신 서비스
Wex,WEX,뉴욕,서비스,사업 서비스
Dolby Laboratories,DLB,뉴욕,서비스,영화
Apartment Invest,AIV,뉴욕,서비스,부동산 운용
Lamar Advertising Co,LAMR,나스닥,서비스,부동산 운용
Douglas Emmett,DEI,뉴욕,서비스,부동산 운용
킴코 리얼티,KIM,뉴욕,서비스,부동산 운용
Genpact Ltd,G,뉴욕,서비스,사업 서비스
National Retail,NNN,뉴욕,서비스,부동산 운용
Howard Hughes Corp,HHC,뉴욕,서비스,부동산 운용
Liberty Property Trust,LPT,뉴욕,서비스,부동산 운용
Wayfair Inc,W,뉴욕,서비스,소매(카탈로그와 메일 주문)
Park Hotels & Resorts,PK,뉴욕,서비스,부동산 운용
Bright Horizons Family Solutions Inc,BFAM,뉴욕,서비스,개인 서비스
Madison Square Garden,MSG,뉴욕,서비스,여가 활동
트립어드바이저,TRIP,나스닥,서비스,여가 활동
Booz Allen Hamilton Holding Corp,BAH,뉴욕,서비스,사업 서비스
VICI Properties,VICI,뉴욕,서비스,부동산 운용
Foot Locker,FL,뉴욕,서비스,소매(의복)
Omega Healthcare,OHI,뉴욕,서비스,부동산 운용
Forest City Realty REIT A,FCEa,뉴욕,서비스,부동산 운용
IGT,IGT,뉴욕,서비스,카지노와 게임
DCT Ind Trust,DCT,뉴욕,서비스,부동산 운용
McKesson Europe,CAKFF,OTC Markets,서비스,소매(약품)
American Campus,ACC,뉴욕,서비스,부동산 운용
H&R 블록,HRB,뉴욕,서비스,개인 서비스
LionsGate,LGFa,뉴욕,서비스,영화
Lions Gate,LGFb,뉴욕,서비스,영화
Six Flags Entert,SIX,뉴욕,서비스,여가 활동
Hudson Pacific,HPP,뉴욕,서비스,부동산 운용
Grand Canyon,LOPE,나스닥,서비스,학교
스테리사이클,SRCL,나스닥,서비스,폐기물 관리 서비스
Carters Inc,CRI,뉴욕,서비스,소매(의복)
Dunkin Brands Group,DNKN,나스닥,서비스,레스토랑
Store Capital Corp,STOR,뉴욕,서비스,부동산 운용
Medical Prop Tr,MPW,뉴욕,서비스,부동산 운용
Brixmor Property,BRX,뉴욕,서비스,부동산 운용
Cimpress NV,CMPR,나스닥,서비스,인쇄 서비스
Choice Hotels International Inc,CHH,뉴욕,서비스,호텔과 모텔
Rayonier Inc,RYN,뉴욕,서비스,부동산 운용
Highwoods Properties,HIW,뉴욕,서비스,부동산 운용
Cinemark Hldg,CNK,뉴욕,서비스,영화
Air Lease Corp,AL,뉴욕,서비스,렌탈과 리스
Hilton Grand Vacations,HGV,뉴욕,서비스,호텔과 모텔
On Assignment,ASGN,뉴욕,서비스,사업 서비스
Maximus Inc,MMS,뉴욕,서비스,사업 서비스
오토네이션,AN,뉴욕,서비스,소매(전문)
The Wendys Co,WEN,나스닥,서비스,레스토랑
Hospitality Properites Trust,HPT,나스닥,서비스,부동산 운용
EPR Properties,EPR,뉴욕,서비스,부동산 운용
Texas Roadhouse,TXRH,나스닥,서비스,레스토랑
Weight Watcher,WTW,뉴욕,서비스,개인 서비스
Caseys General,CASY,나스닥,서비스,소매(식료잡화)
JBG SMITH Properties,JBGS,뉴욕,서비스,부동산 운용
얼반 아위트피터스 사,URBN,나스닥,서비스,소매(의복)
Cable One Inc,CABO,뉴욕,서비스,방송과 케이블 티브이
Gagfah,GGFHF,OTC Markets,서비스,부동산 운용
Five Below Inc,FIVE,나스닥,서비스,소매(백화점과 할인점)
New York Times,NYT,뉴욕,서비스,인쇄와 출판
ILG,ILG,나스닥,서비스,개인 서비스
Avis,CAR,나스닥,서비스,렌탈과 리스
Equity Commonwealth,EQC,뉴욕,서비스,부동산 운용
라이더 시스템,R,뉴욕,서비스,렌탈과 리스
Cracker Barrel,CBRL,나스닥,서비스,레스토랑
Realogy Holdings,RLGY,뉴욕,서비스,부동산 운용
Churchill Downs,CHDN,나스닥,서비스,여가 활동
Scientific Game,SGMS,나스닥,서비스,카지노와 게임
Penske Autom,PAG,뉴욕,서비스,소매(전문)
Dick'S Sporting Goods Inc,DKS,뉴욕,서비스,소매(전문)
Cousins Prop,CUZ,뉴욕,서비스,부동산 운용
Planet Fitness Inc,PLNT,뉴욕,서비스,여가 활동
Ollies Bargain Outlet Holdings Inc,OLLI,나스닥,서비스,소매(백화점과 할인점)
Weingarten Realty Investors REIT,WRI,뉴욕,서비스,부동산 운용
Michaels,MIK,나스닥,서비스,소매(전문)
John Wiley & Sons,JWa,뉴욕,서비스,인쇄와 출판
John Wiley & Sons B,JWb,뉴욕,서비스,인쇄와 출판
Brinks Comp,BCO,뉴욕,서비스,사업 서비스
New York REIT,NYRT,뉴욕,서비스,부동산 운용
Tribune Media Co,TRCO,뉴욕,서비스,방송과 케이블 티브이
Marriott Vac.,VAC,뉴욕,서비스,호텔과 모텔
Boyd Gaming,BYD,뉴욕,서비스,카지노와 게임
Gramercy Property,GPT,뉴욕,서비스,부동산 운용
First Ind Tr,FR,뉴욕,서비스,부동산 운용
Healthcare Realty Trust,HR,뉴욕,서비스,부동산 운용
American Eagle Outfitters,AEO,뉴욕,서비스,소매(의복)
Yelp,YELP,뉴욕,서비스,인쇄와 출판
Stamps.com Inc,STMP,나스닥,서비스,소매(카탈로그와 메일 주문)
Sunstone Hotel,SHO,뉴욕,서비스,부동산 운용
United States Cellular Corp,USM,뉴욕,서비스,통신 서비스
Red Rock Resorts,RRR,나스닥,서비스,카지노와 게임
워싱턴포스트,GHC,뉴욕,서비스,학교
Liberty Latin America,LILA,나스닥,서비스,통신 서비스
Liberty Latin America C,LILAK,나스닥,서비스,통신 서비스
Unifirst Corp,UNF,뉴욕,서비스,사업 서비스
Healthcare Ser,HCSG,나스닥,서비스,사업 서비스
Aarons,AAN,뉴욕,서비스,렌탈과 리스
Tech Data Corp,TECD,나스닥,서비스,소매(기술제품)
Sinclair Broad,SBGI,나스닥,서비스,방송과 케이블 티브이
Trinet Grou,TNET,뉴욕,서비스,사업 서비스
Sabra,SBRA,나스닥,서비스,부동산 운용
AMC Networks A,AMCX,나스닥,서비스,영화
Sprouts Farmers,SFM,나스닥,서비스,소매(식료잡화)
Telephone and Data Systems Inc,TDS,뉴욕,서비스,통신 서비스
PS Business,PSB,뉴욕,서비스,부동산 운용
Colony NorthStar,CLNS,뉴욕,서비스,부동산 운용
Manchester United Plc,MANU,뉴욕,서비스,여가 활동
Nexstar,NXST,나스닥,서비스,방송과 케이블 티브이
Carvana,CVNA,뉴욕,서비스,소매(전문)
MFA Financial Inc,MFA,뉴욕,서비스,부동산 운용
베드 배스 앤드 비욘드,BBBY,나스닥,서비스,소매(전문)
Korn/Ferry Intl,KFY,뉴욕,서비스,사업 서비스
EastGroup Prop,EGP,뉴욕,서비스,부동산 운용
Uniti Group,UNIT,나스닥,서비스,렌탈과 리스
Insperity Inc,NSP,뉴욕,서비스,사업 서비스
Brandywine Realty Trust,BDN,뉴욕,서비스,부동산 운용
Adtalem Education,ATGE,뉴욕,서비스,학교
World Wrestling Entertainment,WWE,뉴욕,서비스,영화
Clean Harbors Inc,CLH,뉴욕,서비스,폐기물 관리 서비스
AMN Healthcare,AMN,뉴욕,서비스,사업 서비스
Tetra Tech,TTEK,나스닥,서비스,폐기물 관리 서비스
Empire State Realty,ESRT,뉴욕,서비스,부동산 운용
DDR Corp,DDR,뉴욕,서비스,부동산 운용
Sotheby's,BID,뉴욕,서비스,소매(전문)
Camping World Holdings,CWH,뉴욕,서비스,소매(전문)
Kennedy-Wilson,KW,뉴욕,서비스,부동산 운용
Corporate Office Properties,OFC,뉴욕,서비스,부동산 운용
Outfront Media,OUT,뉴욕,서비스,부동산 운용
GATX Corp,GATX,뉴욕,서비스,렌탈과 리스
Colliers International,CIGI,나스닥,서비스,부동산 운용
Laureate Education,LAUR,나스닥,서비스,학교
Blackhawk,HAWK,나스닥,서비스,사업 서비스
PriceSmart,PSMT,나스닥,서비스,소매(전문)
Geo Group Inc,GEO,뉴욕,서비스,부동산 운용
Jack In The Box,JACK,나스닥,서비스,레스토랑
Eldorado Resorts LLC,ERI,나스닥,서비스,카지노와 게임
Educat. Rlty Tr,EDR,뉴욕,서비스,부동산 운용
Lithia Motors,LAD,뉴욕,서비스,소매(전문)
Urban Edge Properties,UE,뉴욕,서비스,부동산 운용
Tegna,TGNA,뉴욕,서비스,방송과 케이블 티브이
Vonage Holdings,VG,뉴욕,서비스,통신 서비스
Buffalo Wild Wings Inc,BWLD,나스닥,서비스,레스토랑
Groupon Inc,GRPN,나스닥,서비스,소매(카탈로그와 메일 주문)
National Vision,EYE,나스닥,서비스,소매(전문)
Global Tel&,GTT,뉴욕,서비스,통신 서비스
Meredith Corp,MDP,뉴욕,서비스,인쇄와 출판
Murphy USA Inc,MUSA,뉴욕,서비스,소매(전문)
Pebblebr. Hotel,PEB,뉴욕,서비스,부동산 운용
Piedmont Offic A,PDM,뉴욕,서비스,부동산 운용
Corecivic Inc,CXW,뉴욕,서비스,사업 서비스
Penn National Gaming Inc,PENN,나스닥,서비스,카지노와 게임
Stag Industrial,STAG,뉴욕,서비스,부동산 운용
Newmark Group,NMRK,나스닥,서비스,부동산 운용
Signet Jewelers,SIG,뉴욕,서비스,소매(전문)
Childrens Place,PLCE,나스닥,서비스,소매(의복)
Dillards,DDS,뉴욕,서비스,소매(백화점과 할인점)
Builders FrstSo,BLDR,나스닥,서비스,소매(주택개조)
Chegg Inc,CHGG,뉴욕,서비스,학교
Hudson,HUD,뉴욕,서비스,소매(전문)
Cheesecake Fac.,CAKE,나스닥,서비스,레스토랑
La Quinta Holdings,LQ,뉴욕,서비스,호텔과 모텔
ABM Industries,ABM,뉴욕,서비스,사업 서비스
RMR Group Inc,RMR,나스닥,서비스,부동산 운용
Tanger Factory,SKT,뉴욕,서비스,부동산 운용
Washington REIT,WRE,뉴욕,서비스,부동산 운용
DiamondRock,DRH,뉴욕,서비스,부동산 운용
Despegar.com,DESP,뉴욕,서비스,개인 서비스
Sally Beauty Holdings Inc,SBH,뉴욕,서비스,소매(전문)
피트니 보우스,PBI,뉴욕,서비스,사업 서비스
Exponent,EXPO,나스닥,서비스,사업 서비스
Stitch Fix,SFIX,나스닥,서비스,소매(카탈로그와 메일 주문)
Intrexon Corpn,XON,뉴욕,서비스,사업 서비스
Alexanders Inc,ALX,뉴욕,서비스,부동산 운용
RH,RH,뉴욕,서비스,소매(전문)
Cogent Comm,CCOI,나스닥,서비스,통신 서비스
Intl Spe,ISCA,나스닥,서비스,여가 활동
Papa John's,PZZA,나스닥,서비스,레스토랑
Brady Corp,BRC,뉴욕,서비스,보안 시스템과 서비스
ExlService Hldg,EXLS,나스닥,서비스,사업 서비스
Covanta Hldg,CVA,뉴욕,서비스,폐기물 관리 서비스
HFF Inc,HF,뉴욕,서비스,부동산 운용
Arcos Dorados Holdings Inc,ARCO,뉴욕,서비스,레스토랑
Time Inc,TIME,뉴욕,서비스,인쇄와 출판
Quality Care Properties,QCP,뉴욕,서비스,부동산 운용
Redfin,RDFN,나스닥,서비스,개인 서비스
Prestige,PBH,뉴욕,서비스,소매(약품)
FTI Consulting,FCN,뉴욕,서비스,사업 서비스
Herc Holdings,HRI,뉴욕,서비스,렌탈과 리스
DSW Inc,DSW,뉴욕,서비스,소매(의복)
Big Lots Inc,BIG,뉴욕,서비스,소매(전문)
Clear Channel Outdoor Holdings Inc,CCO,뉴욕,서비스,광고
Rite Aid Corp,RAD,뉴욕,서비스,소매(약품)
Shenandoah Tel,SHEN,나스닥,서비스,통신 서비스
WageWorks,WAGE,뉴욕,서비스,사업 서비스
MSG Networks Inc,MSGN,뉴욕,서비스,영화
Pinnacle Enter,PNK,나스닥,서비스,카지노와 게임
AMC Entertainment,AMC,뉴욕,서비스,영화
Dave & Buster's Entertainment,PLAY,나스닥,서비스,레스토랑
Guess? Inc,GES,뉴욕,서비스,소매(의복)
Monro Muffler,MNRO,나스닥,서비스,사업 서비스
PRA Group Inc,PRAA,나스닥,서비스,사업 서비스
